,DateRead,ammonia_ppm,nitrate_ppm,phosphorus_ppm,influent_mgd,treated_mgd,time,performance,nitrate_load,nitrate_man,nitrate_man3,smooth_nitrate_load
445,2012-11-07 12:00:00,0.108448,3.912831,0.017264,270.913452,270.913452,18.541666666666668,100.0,8840.721534543785,5214.119290852006,5893.708600685982,5214.119290852006
446,2012-11-07 13:00:00,0.101905,4.017767,0.016883,274.283325,274.282837,18.583333333333332,99.99982208178349,9190.717789915925,5286.651335725841,6041.059247378872,5286.651335725841
447,2012-11-07 14:00:00,0.090678,4.001011,0.01758,284.46582,284.46582,18.625,100.0,9492.178297033126,5364.732664809642,6198.542174505725,5364.732664809642
448,2012-11-07 15:00:00,0.095423,3.924762,0.017624,278.681152,278.681152,18.666666666666668,100.0,9121.935010351772,5447.281577454111,6363.223980632095,5447.281577454111
449,2012-11-07 16:00:00,0.099347,3.760467,0.017624,279.162598,279.162598,18.708333333333332,100.0,8755.179690026638,5520.774646112064,6501.1595321180785,5520.774646112064
450,2012-11-07 17:00:00,0.103161,3.663085,0.017624,280.116425,280.116425,18.75,100.0,8557.592890757182,5585.462746990355,6613.860540013506,5585.462746990355
451,2012-11-07 18:00:00,0.097982,3.653517,0.017624,277.319702,277.319702,18.791666666666668,100.0,8450.02332907073,5644.905349865691,6711.047157550689,5644.905349865691
452,2012-11-07 19:00:00,0.108448,3.406975,0.017624,282.582886,282.582886,18.833333333333332,100.0,8029.358585768949,5701.007709449792,6797.995966126691,5701.007709449792
453,2012-11-07 20:00:00,0.098308,3.42546,0.017264,282.9599,282.9599,18.875,100.0,8083.69361091036,5747.574726976175,6859.564097108804,5747.574726976175
454,2012-11-07 21:00:00,0.110247,3.230171,0.017602,279.984894,279.984894,18.916666666666668,100.0,7542.688369207529,5794.297104654858,6920.770572798881,5794.297104654858
455,2012-11-07 22:00:00,0.105612,3.119035,0.016905,276.483337,276.483337,18.958333333333332,100.0,7192.09244986509,5829.264929945911,6951.866462619314,5829.264929945911
456,2012-11-07 23:00:00,0.090895,3.055505,0.01794,283.966919,283.966919,19.0,100.0,7236.303922598053,5856.521480344294,6963.877761981602,5856.521480344294
457,2012-11-08 00:00:00,0.108014,2.919598,0.017286,290.170624,290.168427,19.041666666666668,99.99924285926339,7065.440827163766,5884.11712918937,6977.499070012424,5884.11712918937
458,2012-11-08 01:00:00,0.096509,2.910242,0.017242,281.86792,281.86792,19.083333333333332,100.0,6841.334186033579,5907.743603148858,6981.896157869991,5907.743603148858
459,2012-11-08 02:00:00,0.097547,2.964869,0.017602,271.657288,271.657288,19.125,100.0,6717.271786939369,5926.415414806553,6974.86805927817,5926.415414806553
460,2012-11-08 03:00:00,0.104852,2.943663,0.017624,256.942657,256.942657,19.166666666666668,100.0,6307.980621721808,5942.232542249209,6961.9882456612295,5942.232542249209
461,2012-11-08 04:00:00,0.09809,3.058826,0.017264,197.698654,197.698654,19.208333333333332,100.0,5043.413030388501,5949.54750383866,6929.287864464259,5949.54750383866
462,2012-11-08 05:00:00,0.103052,3.183862,0.016883,188.138046,188.138046,19.25,100.0,4995.706498949858,5931.424814369657,6834.99412276047,5931.424814369657
463,2012-11-08 06:00:00,0.092586,3.189478,0.01758,176.700592,176.700592,19.291666666666668,100.0,4700.27930742994,5912.710448061261,6743.02974156994,5912.710448061261
464,2012-11-08 07:00:00,0.104526,3.370812,0.016545,177.805069,177.80484,19.333333333333332,99.99987120727138,4998.551380672868,5888.461825248634,6640.892219862939,5888.461825248634
465,2012-11-08 08:00:00,0.108883,3.529956,0.017198,184.788391,184.788391,19.375,100.0,5440.139378770238,5870.663616357119,6558.775177903435,5870.663616357119
466,2012-11-08 09:00:00,0.101905,3.664084,0.016523,201.498627,201.498627,19.416666666666668,100.0,6157.487846073651,5862.053131605382,6502.843387946775,5862.053131605382
467,2012-11-08 10:00:00,0.106867,3.772358,0.017198,260.102966,260.102966,19.458333333333332,100.0,8183.220548479325,5867.961825894748,6485.575610853119,5867.961825894748
468,2012-11-08 11:00:00,0.105395,3.997365,0.016523,291.892273,291.892273,19.5,100.0,9731.111631877779,5914.267000346439,6570.457857734429,5914.267000346439
469,2012-11-08 12:00:00,0.105286,4.011755,0.01612,290.701569,290.701569,19.541666666666668,100.0,9726.303764349583,5990.603892977066,6728.490546441596,5990.603892977066
470,2012-11-08 13:00:00,0.103487,4.305541,0.015739,286.791656,286.791656,19.583333333333332,100.0,10298.175566271571,6065.317890404516,6878.3812073369945,6065.317890404516
471,2012-11-08 14:00:00,0.096183,4.320241,0.017155,288.552765,288.552765,19.625,100.0,10396.789833376484,6149.975043921858,7049.3709252837225,6149.975043921858
472,2012-11-08 15:00:00,0.099347,4.174688,0.017242,283.655457,283.655457,19.666666666666668,100.0,9876.00309081995,6234.91133971095,7216.74187068836,6234.91133971095
473,2012-11-08 16:00:00,0.10496,4.017695,0.016883,280.337494,280.337494,19.708333333333332,100.0,9393.42996995579,6307.73317473313,7349.70493169494,6307.73317473313
474,2012-11-08 17:00:00,0.09809,3.990077,0.01758,278.961548,278.960846,19.75,99.99974835241451,9283.047631079684,6369.447110637583,7451.891183607982,6369.447110637583
475,2012-11-08 18:00:00,0.097656,3.772977,0.017264,275.983032,275.983032,19.791666666666668,100.0,8684.25545193304,6427.719121046424,7543.449005981567,6427.719121046424
476,2012-11-08 19:00:00,0.097656,3.722635,0.016523,273.980316,273.980316,19.833333333333332,100.0,8506.205471863184,6472.849847664156,7600.489328279141,6472.849847664156
477,2012-11-08 20:00:00,0.104852,3.605211,0.016479,274.553741,274.553741,19.875,100.0,8255.133553983887,6513.516960148137,7645.775135458342,6513.516960148137
478,2012-11-08 21:00:00,0.101688,3.569531,0.016479,282.233368,282.233368,19.916666666666668,100.0,8402.055907628801,6548.349292024852,7676.243056384619,6548.349292024852
479,2012-11-08 22:00:00,0.099673,3.56349,0.017198,283.562317,283.562317,19.958333333333332,100.0,8427.332151592793,6585.423424336931,7712.533698946828,6585.423424336931
480,2012-11-08 23:00:00,0.103161,3.512838,0.016163,278.273163,278.273163,20.0,100.0,8152.588034997394,6622.261598882048,7748.2736215791265,6622.261598882048
481,2012-11-09 00:00:00,0.094384,3.47671,0.017537,274.078033,274.078033,20.041666666666668,100.0,7947.101249849326,6652.868127604355,7768.489342250039,6652.868127604355
482,2012-11-09 01:00:00,0.104634,3.4013,0.016545,269.351807,269.351807,20.083333333333332,100.0,7640.660151583495,6678.752790049254,7777.419937630003,6678.752790049254
