,t,srtSRTtotal,q11,vss11,scod11,cod11,bod11,snh11,tkn11,initial_bod,bod_performance
1,0.0,3.194,2.96,1.368,13.63,15.76,1.814,0.1384,1.715,1.825,100.0
2,0.05,3.227,2.96,1.368,13.63,15.76,1.815,0.1384,1.715,1.825,100.0
3,0.1,3.224,2.96,1.368,13.63,15.76,1.815,0.1384,1.715,1.825,100.0
4,0.15,3.219,2.96,1.369,13.63,15.77,1.815,0.1384,1.715,1.825,100.0
5,0.2,3.212,2.96,1.37,13.63,15.77,1.816,0.1384,1.715,1.825,100.0
6,0.25,3.206,2.96,1.37,13.63,15.77,1.816,0.1384,1.715,1.825,100.0
7,0.3,3.202,2.96,1.371,13.63,15.77,1.816,0.1384,1.715,1.825,100.0
8,0.35,3.198,2.96,1.371,13.63,15.77,1.816,0.1384,1.715,1.825,100.0
9,0.4,3.196,2.96,1.37,13.63,15.77,1.816,0.1384,1.715,1.825,100.0
10,0.45,3.195,2.96,1.37,13.63,15.77,1.817,0.1384,1.715,1.825,100.0
11,0.5,3.194,2.96,1.37,13.64,15.77,1.817,0.1383,1.715,1.825,100.0
12,0.55,3.193,2.96,1.37,13.64,15.77,1.817,0.1383,1.715,1.825,100.0
13,0.6,3.193,2.96,1.37,13.64,15.77,1.818,0.1382,1.714,1.825,100.0
14,0.65,3.193,2.96,1.37,13.64,15.77,1.819,0.1381,1.714,1.825,100.0
15,0.7,3.193,2.96,1.369,13.64,15.77,1.821,0.138,1.714,1.825,100.0
16,0.75,3.193,2.96,1.369,13.64,15.77,1.822,0.1379,1.713,1.825,100.0
17,0.8,3.193,2.96,1.369,13.64,15.78,1.823,0.1378,1.713,1.825,100.0
18,0.85,3.193,2.96,1.369,13.65,15.78,1.825,0.1376,1.713,1.825,100.0
19,0.9,3.193,2.96,1.369,13.65,15.78,1.827,0.1375,1.712,1.825,99.78106185002737
20,0.95,3.193,2.96,1.369,13.65,15.78,1.828,0.1374,1.712,1.825,99.67177242888401
21,1.0,3.193,2.96,1.369,13.65,15.78,1.829,0.1373,1.712,1.825,99.56260251503554
22,1.05,3.191,3.08,1.369,13.65,15.79,1.83,0.1373,1.712,1.825,99.4535519125683
23,1.1,3.049,8.315,1.373,13.66,15.79,1.833,0.1372,1.712,1.825,99.12711402073104
24,1.15,1.813,22.32,1.539,13.66,16.05,1.93,0.1372,1.728,1.825,89.11917098445596
25,1.2,0.4775,21.58,2.986,13.66,18.32,2.775,0.1408,1.873,1.825,31.53153153153153
26,1.25,0.3988,16.13,4.725,13.86,21.24,4.006,0.2445,2.15,1.825,-8.886669995007491
27,1.3,0.5257,12.19,4.664,14.24,21.52,4.455,0.5453,2.459,1.825,-18.0695847362514
28,1.35,0.6532,15.15,4.109,14.54,20.97,4.633,0.9283,2.799,1.825,-21.217353766458018
29,1.4,0.5714,19.37,4.138,14.76,21.23,5.286,1.505,3.373,1.825,-30.94967839576238
30,1.45,0.3978,27.95,4.628,14.56,21.8,6.188,2.173,4.04,1.825,-41.01486748545572
31,1.5,0.2251,36.39,6.173,13.5,23.17,7.538,2.839,4.724,1.825,-51.57866808171928
32,1.55,0.1497,36.16,8.358,12.04,25.16,9.289,3.743,5.676,1.825,-60.70621164818603
33,1.6,0.1399,37.49,8.992,10.85,24.99,10.02,4.429,6.288,1.825,-63.57285429141717
34,1.65,0.1281,39.49,9.307,9.658,24.31,10.21,4.555,6.317,1.825,-64.25073457394713
35,1.7,0.1143,41.85,9.757,8.569,23.94,10.28,4.371,6.064,1.825,-64.49416342412452
36,1.75,0.1058,41.02,10.33,7.746,24.03,10.42,4.148,5.807,1.825,-64.97120921305182
37,1.8,0.1104,39.23,10.24,7.206,23.36,10.21,3.972,5.571,1.825,-64.25073457394713
38,1.85,0.123,35.89,9.861,6.876,22.43,9.873,3.844,5.375,1.825,-63.03048718727844
39,1.9,0.1462,32.25,9.216,6.712,21.25,9.438,3.764,5.219,1.825,-61.32655223564314
40,1.95,0.1768,29.17,8.469,6.673,20.04,8.994,3.726,5.108,1.825,-59.417389370691566
41,2.0,0.2225,23.35,7.783,6.724,19.0,8.627,3.717,5.042,1.825,-57.69097020980642
42,2.05,0.2955,21.34,6.726,6.82,17.43,8.055,3.727,4.965,1.825,-54.68653010552451
43,2.1,0.3499,18.88,6.077,6.945,16.53,7.738,3.742,4.934,1.825,-52.83018867924528
44,2.15,0.4134,17.03,5.502,7.081,15.76,7.466,3.747,4.903,1.825,-51.11170640235735
45,2.2,0.4799,15.06,5.03,7.225,15.16,7.255,3.747,4.877,1.825,-49.689869055823564
46,2.25,0.5613,13.05,4.586,7.37,14.6,7.055,3.745,4.853,1.825,-48.26364280652019
47,2.3,0.6524,12.34,4.151,7.503,14.05,6.852,3.74,4.826,1.825,-46.730881494454174
48,2.35,0.7108,12.23,3.858,7.628,13.71,6.726,3.728,4.805,1.825,-45.73297650906928
49,2.4,0.7519,10.4,3.686,7.746,13.56,6.661,3.701,4.779,1.825,-45.20342290947305
50,2.45,0.842,10.32,3.41,7.836,13.21,6.516,3.659,4.726,1.825,-43.98403928790668
51,2.5,0.9026,8.986,3.254,7.914,13.04,6.43,3.599,4.665,1.825,-43.234836702954894
52,2.55,1.002,8.158,3.037,7.976,12.76,6.299,3.533,4.591,1.825,-42.05429433243372
53,2.6,1.09,9.195,2.841,8.03,12.5,6.175,3.464,4.514,1.825,-40.890688259109304
54,2.65,1.065,9.622,2.804,8.086,12.5,6.139,3.373,4.431,1.825,-40.54406255090405
55,2.7,1.017,9.637,2.804,8.137,12.55,6.114,3.26,4.327,1.825,-40.30094864245992
56,2.75,0.9927,9.851,2.806,8.177,12.59,6.077,3.121,4.197,1.825,-39.93746914596017
57,2.8,0.9813,9.137,2.829,8.209,12.66,6.041,2.955,4.04,1.825,-39.57953981128952
58,2.85,1.015,9.299,2.788,8.243,12.62,5.969,2.796,3.881,1.825,-38.850728765287315
59,2.9,1.022,9.669,2.778,8.296,12.66,5.925,2.649,3.739,1.825,-38.39662447257383
60,2.95,1.008,8.94,2.799,8.382,12.78,5.917,2.533,3.631,1.825,-38.31333446003041
61,3.0,1.049,8.32,2.752,8.49,12.81,5.891,2.465,3.565,1.825,-38.04107961296893
62,3.05,1.121,7.419,2.677,8.608,12.81,5.861,2.429,3.528,1.825,-37.72393789455724
63,3.1,1.21,8.117,2.558,8.721,12.74,5.812,2.415,3.508,1.825,-37.198898830006875
64,3.15,1.222,7.278,2.536,8.845,12.83,5.826,2.409,3.507,1.825,-37.3498111912118
65,3.2,1.283,6.658,2.452,8.951,12.8,5.799,2.406,3.5,1.825,-37.058113467839284
66,3.25,1.384,5.65,2.354,9.037,12.73,5.757,2.397,3.485,1.825,-36.59892305019975
67,3.3,1.519,6.606,2.22,9.099,12.59,5.684,2.38,3.458,1.825,-35.784658691062624
68,3.35,1.523,6.554,2.198,9.155,12.61,5.67,2.344,3.422,1.825,-35.626102292768955
69,3.4,1.519,5.736,2.171,9.192,12.6,5.642,2.29,3.366,1.825,-35.30662885501595
70,3.45,1.585,6.038,2.097,9.208,12.5,5.576,2.224,3.292,1.825,-34.540889526542315
71,3.5,1.615,5.591,2.067,9.208,12.45,5.523,2.136,3.2,1.825,-33.912728589534666
72,3.55,1.673,5.44,2.016,9.191,12.36,5.449,2.038,3.094,1.825,-33.01523215268856
73,3.6,1.744,4.351,1.972,9.162,12.26,5.371,1.928,2.977,1.825,-32.042450195494325
74,3.65,1.909,4.419,1.876,9.131,12.07,5.265,1.833,2.87,1.825,-30.674264007597333
75,3.7,2.043,3.7,1.816,9.093,11.94,5.176,1.731,2.759,1.825,-29.482225656877898
76,3.75,2.22,3.966,1.735,9.058,11.78,5.079,1.643,2.661,1.825,-28.135459736168535
77,3.8,2.337,2.96,1.693,9.017,11.67,5.0,1.548,2.558,1.825,-26.999999999999996
78,3.85,2.578,2.96,1.611,8.985,11.51,4.909,1.477,2.477,1.825,-25.646771236504375
79,3.9,2.786,2.96,1.555,8.952,11.39,4.832,1.406,2.398,1.825,-24.461920529801322
80,3.95,2.944,2.96,1.516,8.917,11.29,4.764,1.336,2.322,1.825,-23.38371116708648
81,4.0,3.054,2.96,1.489,8.881,11.21,4.7,1.266,2.248,1.825,-22.340425531914892
82,4.05,3.124,2.96,1.469,8.842,11.14,4.64,1.199,2.175,1.825,-21.336206896551715
83,4.1,3.166,2.96,1.453,8.801,11.08,4.579,1.132,2.105,1.825,-20.288272548591387
84,4.15,3.188,2.96,1.44,8.756,11.01,4.516,1.067,2.036,1.825,-19.176262178919394
85,4.2,3.2,2.96,1.429,8.708,10.95,4.451,1.004,1.969,1.825,-17.995955964951687
86,4.25,3.205,2.96,1.419,8.654,10.88,4.382,0.942,1.905,1.825,-16.704701049748962
87,4.3,3.207,2.96,1.41,8.595,10.8,4.309,0.882,1.842,1.825,-15.293571594337433
88,4.35,3.208,2.96,1.402,8.531,10.72,4.231,0.8239,1.782,1.825,-13.7319782557315
89,4.4,3.209,2.96,1.394,8.461,10.64,4.149,0.7678,1.726,1.825,-12.026994456495538
90,4.45,3.209,2.96,1.388,8.386,10.56,4.062,0.7139,1.672,1.825,-10.142786804529791
91,4.5,3.209,2.96,1.382,8.307,10.47,3.97,0.6623,1.623,1.825,-8.060453400503791
92,4.55,3.21,2.96,1.378,8.225,10.38,3.875,0.6132,1.578,1.825,-5.806451612903222
93,4.6,3.21,2.96,1.373,8.141,10.29,3.777,0.5667,1.538,1.825,-3.362456976436331
94,4.65,3.211,2.96,1.37,8.057,10.2,3.677,0.5231,1.502,1.825,-0.7342942616263295
95,4.7,3.211,2.96,1.367,7.975,10.11,3.575,0.4823,1.471,1.825,2.0979020979020904
96,4.75,3.212,2.96,1.364,7.896,10.03,3.473,0.4444,1.445,1.825,5.096458393319898
97,4.8,3.212,2.96,1.362,7.823,9.949,3.371,0.4096,1.423,1.825,8.276475823197861
98,4.85,3.213,2.96,1.36,7.757,9.879,3.271,0.3776,1.406,1.825,11.586670742892084
99,4.9,3.213,2.96,1.358,7.699,9.818,3.173,0.3486,1.393,1.825,15.033091711314208
100,4.95,3.213,2.96,1.357,7.651,9.768,3.078,0.3224,1.383,1.825,18.583495776478234
101,5.0,3.214,2.96,1.355,7.613,9.728,2.988,0.2988,1.377,1.825,22.15528781793842
102,5.05,3.214,2.96,1.354,7.588,9.7,2.901,0.2779,1.374,1.825,25.818683212685283
103,5.1,3.214,2.96,1.354,7.574,9.685,2.819,0.2593,1.373,1.825,29.478538488825823
104,5.15,3.214,2.96,1.353,7.573,9.683,2.743,0.2429,1.374,1.825,33.06598614655487
105,5.2,3.214,2.96,1.352,7.585,9.693,2.671,0.2285,1.378,1.825,36.65293897416698
106,5.25,3.215,2.96,1.352,7.608,9.715,2.605,0.2161,1.382,1.825,40.11516314779271
107,5.3,3.215,2.96,1.351,7.643,9.749,2.544,0.2053,1.388,1.825,43.47484276729559
108,5.35,3.215,2.96,1.351,7.69,9.795,2.488,0.196,1.395,1.825,46.70418006430868
109,5.4,3.215,2.96,1.351,7.747,9.852,2.436,0.188,1.402,1.825,49.835796387520524
110,5.45,3.215,2.96,1.35,7.814,9.918,2.39,0.1812,1.41,1.825,52.71966527196652
111,5.5,3.215,2.96,1.35,7.889,9.993,2.347,0.1755,1.419,1.825,55.51768214742224
112,5.55,3.215,2.96,1.35,7.973,10.08,2.309,0.1707,1.427,1.825,58.077089649198776
113,5.6,3.215,2.96,1.35,8.064,10.17,2.274,0.1666,1.436,1.825,60.510114335971856
114,5.65,3.215,2.96,1.35,8.161,10.26,2.243,0.1632,1.445,1.825,62.728488631297374
115,5.7,3.215,2.96,1.35,8.264,10.37,2.215,0.1605,1.453,1.825,64.78555304740406
116,5.75,3.215,2.96,1.35,8.371,10.47,2.189,0.1581,1.462,1.825,66.7428049337597
117,5.8,3.215,2.96,1.35,8.481,10.58,2.167,0.1563,1.471,1.825,68.43562528841719
118,5.85,3.216,2.96,1.35,8.595,10.7,2.146,0.1547,1.479,1.825,70.0838769804287
119,5.9,3.216,2.96,1.35,8.71,10.81,2.127,0.1535,1.487,1.825,71.60319699106724
120,5.95,3.216,2.96,1.35,8.827,10.93,2.111,0.1525,1.495,1.825,72.90383704405492
121,6.0,3.216,2.96,1.35,8.945,11.05,2.095,0.1517,1.502,1.825,74.22434367541764
122,6.05,3.216,2.96,1.35,9.064,11.17,2.082,0.1511,1.51,1.825,75.31219980787705
123,6.1,3.216,2.96,1.35,9.182,11.28,2.069,0.1506,1.517,1.825,76.4137264378927
124,6.15,3.215,2.96,1.35,9.3,11.4,2.058,0.1502,1.524,1.825,77.3566569484937
125,6.2,3.215,2.96,1.35,9.416,11.52,2.047,0.1499,1.531,1.825,78.3097215437225
126,6.25,3.215,2.96,1.35,9.532,11.63,2.038,0.1497,1.538,1.825,79.09715407262023
127,6.3,3.215,2.96,1.35,9.645,11.75,2.029,0.1495,1.544,1.825,79.89157220305569
128,6.35,3.215,2.96,1.35,9.757,11.86,2.02,0.1494,1.55,1.825,80.69306930693068
129,6.4,3.215,2.96,1.351,9.867,11.97,2.013,0.1494,1.556,1.825,81.32141082960756
130,6.45,3.215,2.96,1.351,9.975,12.08,2.006,0.1493,1.562,1.825,81.9541375872383
131,6.5,3.215,2.96,1.351,10.08,12.18,1.999,0.1493,1.567,1.825,82.5912956478239
132,6.55,3.215,2.96,1.351,10.18,12.29,1.993,0.1493,1.573,1.825,83.14099347717007
133,6.6,3.215,2.96,1.351,10.28,12.39,1.987,0.1493,1.578,1.825,83.69401107196778
134,6.65,3.215,2.96,1.351,10.38,12.48,1.982,0.1493,1.583,1.825,84.15741675075681
135,6.7,3.215,2.96,1.351,10.48,12.58,1.977,0.1493,1.588,1.825,84.62316641375821
136,6.75,3.215,2.96,1.351,10.57,12.67,1.972,0.1493,1.592,1.825,85.09127789046653
137,6.8,3.215,2.96,1.351,10.66,12.76,1.967,0.1494,1.597,1.825,85.56176919166242
138,6.85,3.215,2.96,1.351,10.75,12.85,1.963,0.1494,1.601,1.825,85.93988792664288
139,6.9,3.215,2.96,1.351,10.83,12.93,1.959,0.1494,1.605,1.825,86.31955079122
140,6.95,3.215,2.96,1.352,10.91,13.02,1.955,0.1494,1.609,1.825,86.70076726342711
141,7.0,3.215,2.96,1.352,10.99,13.09,1.951,0.1494,1.613,1.825,87.08354689902613
142,7.05,3.215,2.96,1.352,11.07,13.17,1.948,0.1495,1.617,1.825,87.37166324435319
143,7.1,3.215,2.96,1.352,11.14,13.25,1.944,0.1495,1.62,1.825,87.75720164609054
144,7.15,3.214,2.96,1.352,11.21,13.32,1.941,0.1495,1.624,1.825,88.04739824832559
145,7.2,3.214,2.96,1.352,11.28,13.39,1.938,0.1495,1.627,1.825,88.33849329205367
146,7.25,3.214,2.96,1.352,11.35,13.45,1.935,0.1495,1.63,1.825,88.63049095607234
147,7.3,3.214,2.96,1.352,11.42,13.52,1.932,0.1495,1.633,1.825,88.92339544513457
148,7.35,3.214,2.96,1.352,11.48,13.58,1.93,0.1495,1.636,1.825,89.11917098445596
149,7.4,3.214,2.96,1.352,11.54,13.64,1.927,0.1495,1.639,1.825,89.4135962636222
150,7.45,3.214,2.96,1.352,11.6,13.7,1.925,0.1495,1.642,1.825,89.6103896103896
151,7.5,3.214,2.96,1.353,11.65,13.76,1.922,0.1495,1.645,1.825,89.9063475546306
152,7.55,3.214,2.96,1.353,11.71,13.81,1.92,0.1495,1.647,1.825,90.10416666666667
153,7.6,3.214,2.96,1.353,11.76,13.87,1.918,0.1494,1.65,1.825,90.30239833159541
154,7.65,3.214,2.96,1.353,11.81,13.92,1.916,0.1494,1.652,1.825,90.50104384133611
155,7.7,3.214,2.96,1.353,11.86,13.97,1.914,0.1494,1.654,1.825,90.70010449320795
156,7.75,3.214,2.96,1.353,11.91,14.02,1.912,0.1494,1.657,1.825,90.89958158995816
157,7.8,3.213,2.96,1.353,11.96,14.06,1.91,0.1494,1.659,1.825,91.09947643979058
158,7.85,3.213,2.96,1.353,12.0,14.11,1.909,0.1493,1.661,1.825,91.19958093242535
159,7.9,3.213,2.96,1.353,12.04,14.15,1.907,0.1493,1.663,1.825,91.40010487676979
160,7.95,3.213,2.96,1.353,12.09,14.19,1.905,0.1493,1.665,1.825,91.6010498687664
161,8.0,3.213,2.96,1.353,12.13,14.23,1.904,0.1492,1.666,1.825,91.70168067226892
162,8.05,3.213,2.96,1.353,12.17,14.27,1.902,0.1492,1.668,1.825,91.90325972660358
163,8.1,3.213,2.96,1.354,12.2,14.31,1.901,0.1492,1.67,1.825,92.00420831141504
164,8.15,3.213,2.96,1.354,12.24,14.35,1.9,0.1492,1.672,1.825,92.10526315789474
165,8.2,3.213,2.96,1.354,12.28,14.38,1.898,0.1491,1.673,1.825,92.3076923076923
166,8.25,3.213,2.96,1.354,12.31,14.42,1.897,0.1491,1.675,1.825,92.40906694781232
167,8.3,3.213,2.96,1.354,12.34,14.45,1.896,0.149,1.676,1.825,92.51054852320677
168,8.35,3.213,2.96,1.354,12.38,14.48,1.895,0.149,1.678,1.825,92.61213720316623
169,8.4,3.213,2.96,1.354,12.41,14.52,1.894,0.149,1.679,1.825,92.71383315733897
170,8.45,3.212,2.96,1.354,12.44,14.55,1.893,0.1489,1.68,1.825,92.81563655573164
171,8.5,3.212,2.96,1.354,12.47,14.58,1.891,0.1489,1.682,1.825,93.01956636700159
172,8.55,3.212,2.96,1.354,12.5,14.61,1.89,0.1489,1.683,1.825,93.12169312169313
173,8.6,3.212,2.96,1.354,12.53,14.63,1.889,0.1488,1.684,1.825,93.22392800423503
174,8.65,3.212,2.96,1.354,12.55,14.66,1.889,0.1488,1.685,1.825,93.22392800423503
175,8.7,3.212,2.96,1.355,12.58,14.69,1.888,0.1487,1.687,1.825,93.32627118644068
176,8.75,3.212,2.96,1.355,12.61,14.71,1.887,0.1487,1.688,1.825,93.42872284048754
177,8.8,3.212,2.96,1.355,12.63,14.74,1.886,0.1486,1.689,1.825,93.53128313891835
178,8.85,3.212,2.96,1.355,12.66,14.76,1.885,0.1486,1.69,1.825,93.63395225464191
179,8.9,3.212,2.96,1.355,12.68,14.79,1.884,0.1486,1.691,1.825,93.73673036093419
180,8.95,3.212,2.96,1.355,12.7,14.81,1.884,0.1485,1.692,1.825,93.73673036093419
181,9.0,3.212,2.96,1.355,12.73,14.83,1.883,0.1485,1.693,1.825,93.83961763143918
182,9.05,3.212,2.96,1.355,12.75,14.86,1.882,0.1484,1.694,1.825,93.94261424017004
183,9.1,3.211,2.96,1.355,12.77,14.88,1.881,0.1484,1.695,1.825,94.04572036150984
184,9.15,3.211,2.96,1.355,12.79,14.9,1.881,0.1484,1.696,1.825,94.04572036150984
185,9.2,3.211,2.96,1.355,12.81,14.92,1.88,0.1483,1.697,1.825,94.14893617021278
186,9.25,3.211,2.96,1.355,12.83,14.94,1.879,0.1483,1.697,1.825,94.25226184140499
187,9.3,3.211,2.96,1.355,12.85,14.96,1.879,0.1482,1.698,1.825,94.25226184140499
188,9.35,3.211,2.96,1.356,12.87,14.98,1.878,0.1482,1.699,1.825,94.35569755058573
189,9.4,3.211,2.96,1.356,12.89,15.0,1.877,0.1481,1.7,1.825,94.45924347362813
190,9.45,3.211,2.96,1.356,12.91,15.02,1.877,0.1481,1.7,1.825,94.45924347362813
191,9.5,3.211,2.96,1.356,12.92,15.03,1.876,0.148,1.701,1.825,94.56289978678039
192,9.55,3.211,2.96,1.356,12.94,15.05,1.876,0.148,1.702,1.825,94.56289978678039
193,9.6,3.211,2.96,1.356,12.96,15.07,1.875,0.148,1.703,1.825,94.66666666666667
194,9.65,3.211,2.96,1.356,12.97,15.08,1.875,0.1479,1.703,1.825,94.66666666666667
195,9.7,3.211,2.96,1.356,12.99,15.1,1.874,0.1479,1.704,1.825,94.77054429028814
196,9.75,3.21,2.96,1.356,13.0,15.12,1.874,0.1478,1.705,1.825,94.77054429028814
197,9.8,3.21,2.96,1.356,13.02,15.13,1.873,0.1478,1.705,1.825,94.87453283502401
198,9.85,3.21,2.96,1.356,13.04,15.15,1.873,0.1477,1.706,1.825,94.87453283502401
199,9.9,3.21,2.96,1.356,13.05,15.16,1.872,0.1477,1.706,1.825,94.97863247863246
200,9.95,3.21,2.96,1.356,13.06,15.17,1.872,0.1477,1.707,1.825,94.97863247863246
201,10.0,3.21,2.96,1.356,13.08,15.19,1.871,0.1476,1.708,1.825,95.08284339925174
202,10.05,3.21,2.96,1.357,13.09,15.2,1.871,0.1476,1.708,1.825,95.08284339925174
203,10.1,3.21,2.96,1.357,13.1,15.22,1.87,0.1475,1.709,1.825,95.18716577540106
204,10.15,3.21,2.96,1.357,13.12,15.23,1.87,0.1475,1.709,1.825,95.18716577540106
205,10.2,3.21,2.96,1.357,13.13,15.24,1.87,0.1475,1.71,1.825,95.18716577540106
206,10.25,3.21,2.96,1.357,13.14,15.25,1.869,0.1474,1.71,1.825,95.2915997859818
207,10.3,3.21,2.96,1.357,13.16,15.27,1.869,0.1474,1.711,1.825,95.2915997859818
208,10.35,3.21,2.96,1.357,13.17,15.28,1.868,0.1473,1.711,1.825,95.39614561027835
209,10.4,3.21,2.96,1.357,13.18,15.29,1.868,0.1473,1.712,1.825,95.39614561027835
210,10.45,3.209,2.96,1.357,13.19,15.3,1.868,0.1472,1.712,1.825,95.39614561027835
211,10.5,3.209,2.96,1.357,13.2,15.31,1.867,0.1472,1.712,1.825,95.5008034279593
212,10.55,3.209,2.96,1.357,13.21,15.32,1.867,0.1472,1.713,1.825,95.5008034279593
213,10.6,3.209,2.96,1.357,13.22,15.33,1.867,0.1471,1.713,1.825,95.5008034279593
214,10.65,3.209,2.96,1.357,13.23,15.35,1.866,0.1471,1.714,1.825,95.60557341907823
215,10.7,3.209,2.96,1.357,13.24,15.36,1.866,0.147,1.714,1.825,95.60557341907823
216,10.75,3.209,2.96,1.357,13.25,15.37,1.865,0.147,1.714,1.825,95.71045576407506
217,10.8,3.209,2.96,1.358,13.26,15.38,1.865,0.147,1.715,1.825,95.71045576407506
218,10.85,3.209,2.96,1.358,13.27,15.38,1.865,0.1469,1.715,1.825,95.71045576407506
219,10.9,3.209,2.96,1.358,13.28,15.39,1.864,0.1469,1.715,1.825,95.81545064377681
220,10.95,3.209,2.96,1.358,13.29,15.4,1.864,0.1469,1.716,1.825,95.81545064377681
221,11.0,3.209,2.96,1.358,13.3,15.41,1.864,0.1468,1.716,1.825,95.81545064377681
222,11.05,3.209,2.96,1.358,13.31,15.42,1.864,0.1468,1.716,1.825,95.81545064377681
223,11.1,3.209,2.96,1.358,13.32,15.43,1.863,0.1467,1.717,1.825,95.92055823939882
224,11.15,3.209,2.96,1.358,13.32,15.44,1.863,0.1467,1.717,1.825,95.92055823939882
225,11.2,3.208,2.96,1.358,13.33,15.45,1.863,0.1467,1.717,1.825,95.92055823939882
226,11.25,3.208,2.96,1.358,13.34,15.45,1.862,0.1466,1.718,1.825,96.02577873254563
227,11.3,3.208,2.96,1.358,13.35,15.46,1.862,0.1466,1.718,1.825,96.02577873254563
228,11.35,3.208,2.96,1.358,13.36,15.47,1.862,0.1465,1.718,1.825,96.02577873254563
229,11.4,3.208,2.96,1.358,13.36,15.48,1.861,0.1465,1.718,1.825,96.13111230521226
230,11.45,3.208,2.96,1.358,13.37,15.48,1.861,0.1465,1.719,1.825,96.13111230521226
231,11.5,3.208,2.96,1.358,13.38,15.49,1.861,0.1464,1.719,1.825,96.13111230521226
232,11.55,3.208,2.96,1.358,13.38,15.5,1.861,0.1464,1.719,1.825,96.13111230521226
233,11.6,3.208,2.96,1.358,13.39,15.5,1.86,0.1464,1.719,1.825,96.23655913978493
234,11.65,3.208,2.96,1.359,13.4,15.51,1.86,0.1463,1.72,1.825,96.23655913978493
235,11.7,3.208,2.96,1.359,13.4,15.52,1.86,0.1463,1.72,1.825,96.23655913978493
236,11.75,3.208,2.96,1.359,13.41,15.52,1.859,0.1463,1.72,1.825,96.34211941904249
237,11.8,3.208,2.96,1.359,13.42,15.53,1.859,0.1462,1.72,1.825,96.34211941904249
238,11.85,3.208,2.96,1.359,13.42,15.54,1.859,0.1462,1.72,1.825,96.34211941904249
239,11.9,3.208,2.96,1.359,13.43,15.54,1.859,0.1461,1.721,1.825,96.34211941904249
240,11.95,3.208,2.96,1.359,13.43,15.55,1.858,0.1461,1.721,1.825,96.44779332615714
241,12.0,3.207,2.96,1.359,13.44,15.55,1.858,0.1461,1.721,1.825,96.44779332615714
242,12.05,3.207,2.96,1.359,13.44,15.56,1.858,0.146,1.721,1.825,96.44779332615714
243,12.1,3.207,2.96,1.359,13.45,15.56,1.858,0.146,1.721,1.825,96.44779332615714
244,12.15,3.207,2.96,1.359,13.45,15.57,1.857,0.146,1.721,1.825,96.55358104469575
245,12.2,3.207,2.96,1.359,13.46,15.57,1.857,0.1459,1.722,1.825,96.55358104469575
246,12.25,3.207,2.96,1.359,13.46,15.58,1.857,0.1459,1.722,1.825,96.55358104469575
247,12.3,3.207,2.96,1.359,13.47,15.58,1.857,0.1459,1.722,1.825,96.55358104469575
248,12.35,3.207,2.96,1.359,13.47,15.59,1.856,0.1458,1.722,1.825,96.65948275862067
249,12.4,3.207,2.96,1.359,13.48,15.59,1.856,0.1458,1.722,1.825,96.65948275862067
250,12.45,3.207,2.96,1.359,13.48,15.6,1.856,0.1458,1.722,1.825,96.65948275862067
251,12.5,3.207,2.96,1.359,13.49,15.6,1.856,0.1457,1.722,1.825,96.65948275862067
252,12.55,3.207,2.96,1.359,13.49,15.61,1.855,0.1457,1.723,1.825,96.7654986522911
253,12.6,3.207,2.96,1.36,13.49,15.61,1.855,0.1457,1.723,1.825,96.7654986522911
254,12.65,3.207,2.96,1.36,13.5,15.61,1.855,0.1456,1.723,1.825,96.7654986522911
255,12.7,3.207,2.96,1.36,13.5,15.62,1.855,0.1456,1.723,1.825,96.7654986522911
256,12.75,3.207,2.96,1.36,13.51,15.62,1.855,0.1456,1.723,1.825,96.7654986522911
257,12.8,3.207,2.96,1.36,13.51,15.63,1.854,0.1455,1.723,1.825,96.87162891046384
258,12.85,3.206,2.96,1.36,13.51,15.63,1.854,0.1455,1.723,1.825,96.87162891046384
259,12.9,3.206,2.96,1.36,13.52,15.63,1.854,0.1455,1.723,1.825,96.87162891046384
260,12.95,3.206,2.96,1.36,13.52,15.64,1.854,0.1454,1.723,1.825,96.87162891046384
261,13.0,3.206,2.96,1.36,13.52,15.64,1.853,0.1454,1.723,1.825,96.97787371829465
262,13.05,3.206,2.96,1.36,13.53,15.64,1.853,0.1454,1.723,1.825,96.97787371829465
263,13.1,3.206,2.96,1.36,13.53,15.65,1.853,0.1454,1.724,1.825,96.97787371829465
264,13.15,3.206,2.96,1.36,13.53,15.65,1.853,0.1453,1.724,1.825,96.97787371829465
265,13.2,3.206,2.96,1.36,13.54,15.65,1.853,0.1453,1.724,1.825,96.97787371829465
266,13.25,3.206,2.96,1.36,13.54,15.66,1.852,0.1453,1.724,1.825,97.08423326133908
267,13.3,3.206,2.96,1.36,13.54,15.66,1.852,0.1452,1.724,1.825,97.08423326133908
268,13.35,3.206,2.96,1.36,13.55,15.66,1.852,0.1452,1.724,1.825,97.08423326133908
269,13.4,3.206,2.96,1.36,13.55,15.67,1.852,0.1452,1.724,1.825,97.08423326133908
270,13.45,3.206,2.96,1.36,13.55,15.67,1.852,0.1451,1.724,1.825,97.08423326133908
271,13.5,3.206,2.96,1.36,13.55,15.67,1.851,0.1451,1.724,1.825,97.19070772555375
272,13.55,3.206,2.96,1.36,13.56,15.67,1.851,0.1451,1.724,1.825,97.19070772555375
273,13.6,3.206,2.96,1.36,13.56,15.68,1.851,0.145,1.724,1.825,97.19070772555375
274,13.65,3.206,2.96,1.361,13.56,15.68,1.851,0.145,1.724,1.825,97.19070772555375
