,t,srtSRTtotal,q11,vss11,scod11,cod11,bod11,snh11,tkn11,initial_bod,bod_performance
849,42.4,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
850,42.45,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
851,42.5,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
852,42.55,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
853,42.6,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
854,42.65,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
855,42.7,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
856,42.75,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
857,42.8,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
858,42.85,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
859,42.9,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
860,42.95,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
861,43.0,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
862,43.05,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
863,43.1,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
864,43.15,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
865,43.2,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
866,43.25,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
867,43.3,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
868,43.35,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
869,43.4,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
870,43.45,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
871,43.5,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
872,43.55,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
873,43.6,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
874,43.65,3.195,2.96,1.368,13.63,15.76,1.817,0.1389,1.715,1.825,100.0
875,43.7,3.195,2.96,1.368,13.63,15.76,1.817,0.1389,1.715,1.825,100.0
876,43.75,3.195,2.96,1.368,13.63,15.76,1.817,0.1389,1.715,1.825,100.0
877,43.8,3.195,2.96,1.368,13.63,15.76,1.817,0.1389,1.715,1.825,100.0
878,43.85,3.195,2.96,1.368,13.63,15.76,1.817,0.1389,1.715,1.825,100.0
879,43.9,3.195,2.96,1.368,13.63,15.76,1.817,0.1389,1.715,1.825,100.0
880,43.95,3.195,2.96,1.368,13.63,15.76,1.817,0.1389,1.715,1.825,100.0
881,44.0,3.195,2.96,1.368,13.63,15.76,1.817,0.1389,1.715,1.825,100.0
882,44.05,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
883,44.1,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
884,44.15,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
885,44.2,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
886,44.25,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
887,44.3,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
888,44.35,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
889,44.4,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
890,44.45,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
891,44.5,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
892,44.55,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
893,44.6,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
894,44.65,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
895,44.7,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
896,44.75,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
897,44.8,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
898,44.85,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
899,44.9,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
900,44.95,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
901,45.0,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
902,45.05,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
903,45.1,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
904,45.15,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
905,45.2,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
906,45.25,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
907,45.3,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
908,45.35,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
909,45.4,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
910,45.45,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
911,45.5,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
912,45.55,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
913,45.6,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
914,45.65,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
915,45.7,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
916,45.75,3.195,2.96,1.368,13.63,15.76,1.817,0.1388,1.715,1.825,100.0
917,45.8,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
918,45.85,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
919,45.9,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
920,45.95,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
921,46.0,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
922,46.05,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
923,46.1,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
924,46.15,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
925,46.2,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
926,46.25,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
927,46.3,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
928,46.35,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
929,46.4,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
930,46.45,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
931,46.5,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
932,46.55,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
933,46.6,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
934,46.65,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
935,46.7,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
936,46.75,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
937,46.8,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
938,46.85,3.195,2.96,1.368,13.63,15.76,1.816,0.1388,1.715,1.825,100.0
939,46.9,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
940,46.95,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
941,47.0,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
942,47.05,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
943,47.1,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
944,47.15,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
945,47.2,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
946,47.25,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
947,47.3,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
948,47.35,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
949,47.4,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
950,47.45,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
951,47.5,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
952,47.55,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
953,47.6,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
954,47.65,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
955,47.7,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
956,47.75,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
957,47.8,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
958,47.85,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
959,47.9,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
960,47.95,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
961,48.0,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
962,48.05,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
963,48.1,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
964,48.15,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
965,48.2,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
966,48.25,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
967,48.3,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
968,48.35,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
969,48.4,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
970,48.45,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
971,48.5,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
972,48.55,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
973,48.6,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
974,48.65,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
975,48.7,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
976,48.75,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
977,48.8,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
978,48.85,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
979,48.9,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
980,48.95,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
981,49.0,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
982,49.05,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
983,49.1,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
984,49.15,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
985,49.2,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
986,49.25,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
987,49.3,3.195,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
988,49.35,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
989,49.4,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
990,49.45,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
991,49.5,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
992,49.55,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
993,49.6,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
994,49.65,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
995,49.7,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
996,49.75,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
997,49.8,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
998,49.85,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
999,49.9,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1000,49.95,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1001,50.0,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1002,50.05,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1003,50.1,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1004,50.15,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1005,50.2,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1006,50.25,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1007,50.3,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1008,50.35,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1009,50.4,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1010,50.45,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1011,50.5,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1012,50.55,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1013,50.6,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1014,50.65,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1015,50.7,3.194,2.96,1.368,13.63,15.76,1.816,0.1387,1.715,1.825,100.0
1016,50.75,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1017,50.8,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1018,50.85,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1019,50.9,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1020,50.95,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1021,51.0,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1022,51.05,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1023,51.1,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1024,51.15,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1025,51.2,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1026,51.25,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1027,51.3,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1028,51.35,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1029,51.4,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1030,51.45,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1031,51.5,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1032,51.55,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1033,51.6,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1034,51.65,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1035,51.7,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1036,51.75,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1037,51.8,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1038,51.85,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1039,51.9,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1040,51.95,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1041,52.0,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1042,52.05,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1043,52.1,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1044,52.15,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1045,52.2,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1046,52.25,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1047,52.3,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1048,52.35,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1049,52.4,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1050,52.45,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1051,52.5,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1052,52.55,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1053,52.6,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1054,52.65,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1055,52.7,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1056,52.75,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1057,52.8,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1058,52.85,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1059,52.9,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1060,52.95,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1061,53.0,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1062,53.05,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1063,53.1,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1064,53.15,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1065,53.2,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1066,53.25,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1067,53.3,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1068,53.35,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1069,53.4,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1070,53.45,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1071,53.5,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1072,53.55,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1073,53.6,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1074,53.65,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1075,53.7,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1076,53.75,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1077,53.8,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1078,53.85,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1079,53.9,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1080,53.95,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1081,54.0,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1082,54.05,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1083,54.1,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1084,54.15,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1085,54.2,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1086,54.25,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1087,54.3,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1088,54.35,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1089,54.4,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1090,54.45,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1091,54.5,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1092,54.55,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1093,54.6,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1094,54.65,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1095,54.7,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1096,54.75,3.194,2.96,1.368,13.63,15.76,1.816,0.1386,1.715,1.825,100.0
1097,54.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1098,54.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1099,54.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1100,54.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1101,55.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1102,55.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1103,55.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1104,55.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1105,55.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1106,55.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1107,55.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1108,55.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1109,55.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1110,55.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1111,55.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1112,55.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1113,55.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1114,55.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1115,55.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1116,55.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1117,55.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1118,55.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1119,55.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1120,55.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1121,56.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1122,56.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1123,56.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1124,56.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1125,56.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1126,56.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1127,56.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1128,56.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1129,56.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1130,56.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1131,56.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1132,56.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1133,56.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1134,56.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1135,56.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1136,56.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1137,56.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1138,56.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1139,56.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1386,1.715,1.825,100.0
1140,56.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1141,57.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
