t,srtSRTtotal,biothickl21(1),biothickl21(2),profile1xbhl21(1),profile1xbhl21(2),profile1xbhl21(3),profile1xbhl21(4),profile1xbhl21(5),profile1xbhl21(6),profile1xbail21(1),profile1xbail21(2),profile1xbail21(3),profile1xbail21(4),profile1xbail21(5),profile1xbail21(6),profile1xbaal21(1),profile1xbaal21(3),profile1xbaal21(4),profile1xbaal21(5),profile1xbaal21(6),innero2masstransl21(1),innero2masstransl21(2),q11,x11,vss11,scod11,cod11,bod11,snh11,tkn11
days,d,m,m,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,kg/d,kg/d,MGD(US),mg/L,mg/L,mgCOD/L,mgCOD/L,mgO2/L,mgN/L,mgN/L
45.2,3.195,0.0002457,0.0002448,817.1,58610,36780,23620,15620,11960,46.37,3359,12240,12650,9569,7617,14.13,4497,5060,3985,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.817,0.1388,1.715
45.25,3.195,0.0002457,0.0002448,817.1,58610,36780,23620,15620,11960,46.38,3358,12240,12650,9569,7617,14.13,4497,5060,3985,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.817,0.1388,1.715
45.3,3.195,0.0002457,0.0002448,817.1,58610,36780,23620,15620,11960,46.38,3358,12240,12650,9569,7617,14.13,4496,5060,3985,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.817,0.1388,1.715
45.35,3.195,0.0002457,0.0002448,817.1,58600,36780,23620,15620,11960,46.38,3358,12240,12650,9568,7617,14.13,4496,5060,3984,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.817,0.1388,1.715
45.4,3.195,0.0002457,0.0002448,817.1,58600,36780,23620,15620,11960,46.38,3358,12240,12640,9568,7617,14.13,4496,5060,3984,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.817,0.1388,1.715
45.45,3.195,0.0002457,0.0002448,817.1,58600,36780,23620,15620,11960,46.38,3358,12240,12640,9568,7617,14.13,4496,5059,3984,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.817,0.1388,1.715
45.5,3.195,0.0002457,0.0002448,817.1,58600,36780,23620,15620,11960,46.38,3358,12240,12640,9568,7617,14.13,4496,5059,3984,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.817,0.1388,1.715
45.55,3.195,0.0002457,0.0002448,817.1,58600,36780,23620,15620,11960,46.38,3358,12240,12640,9568,7616,14.13,4496,5059,3984,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.817,0.1388,1.715
45.6,3.195,0.0002457,0.0002448,817.1,58600,36780,23620,15620,11960,46.38,3358,12240,12640,9568,7616,14.13,4496,5059,3984,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.817,0.1388,1.715
45.65,3.195,0.0002457,0.0002448,817.1,58590,36780,23620,15620,11960,46.38,3358,12240,12640,9568,7616,14.13,4496,5059,3984,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.817,0.1388,1.715
45.7,3.195,0.0002457,0.0002448,817.1,58590,36780,23620,15620,11960,46.38,3358,12240,12640,9567,7616,14.13,4496,5059,3984,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.817,0.1388,1.715
45.75,3.195,0.0002457,0.0002448,817.1,58590,36780,23620,15620,11960,46.38,3358,12240,12640,9567,7616,14.13,4496,5059,3984,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.817,0.1388,1.715
45.8,3.195,0.0002457,0.0002448,817.1,58590,36780,23620,15620,11960,46.38,3358,12240,12640,9567,7616,14.13,4496,5059,3984,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
45.85,3.195,0.0002457,0.0002448,817.1,58590,36780,23610,15620,11960,46.38,3358,12240,12640,9567,7616,14.13,4496,5059,3984,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
45.9,3.195,0.0002457,0.0002448,817.1,58590,36770,23610,15620,11960,46.38,3358,12240,12640,9567,7615,14.13,4496,5059,3984,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
45.95,3.195,0.0002457,0.0002448,817.2,58580,36770,23610,15610,11960,46.38,3358,12240,12640,9567,7615,14.13,4496,5059,3984,3220,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46,3.195,0.0002457,0.0002448,817.2,58580,36770,23610,15610,11960,46.38,3357,12240,12640,9566,7615,14.13,4496,5059,3984,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.05,3.195,0.0002457,0.0002448,817.2,58580,36770,23610,15610,11950,46.38,3357,12240,12640,9566,7615,14.13,4496,5059,3984,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.1,3.195,0.0002457,0.0002448,817.2,58580,36770,23610,15610,11950,46.39,3357,12240,12640,9566,7615,14.13,4496,5059,3984,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.15,3.195,0.0002457,0.0002448,817.2,58580,36770,23610,15610,11950,46.39,3357,12240,12640,9566,7615,14.13,4496,5058,3984,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.2,3.195,0.0002457,0.0002448,817.2,58580,36770,23610,15610,11950,46.39,3357,12240,12640,9566,7615,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.25,3.195,0.0002457,0.0002448,817.2,58570,36770,23610,15610,11950,46.39,3357,12240,12640,9566,7615,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.3,3.195,0.0002457,0.0002448,817.2,58570,36770,23610,15610,11950,46.39,3357,12240,12640,9566,7614,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.35,3.195,0.0002457,0.0002448,817.2,58570,36770,23610,15610,11950,46.39,3357,12240,12640,9565,7614,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.4,3.195,0.0002457,0.0002448,817.2,58570,36770,23610,15610,11950,46.39,3357,12240,12640,9565,7614,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.45,3.195,0.0002457,0.0002448,817.2,58570,36770,23610,15610,11950,46.39,3357,12240,12640,9565,7614,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.5,3.195,0.0002457,0.0002448,817.2,58570,36770,23610,15610,11950,46.39,3357,12240,12640,9565,7614,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.55,3.195,0.0002457,0.0002448,817.2,58560,36770,23610,15610,11950,46.39,3357,12240,12640,9565,7614,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.6,3.195,0.0002457,0.0002448,817.2,58560,36760,23610,15610,11950,46.39,3357,12240,12640,9565,7614,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.65,3.195,0.0002457,0.0002448,817.2,58560,36760,23610,15610,11950,46.39,3357,12240,12640,9565,7614,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.7,3.195,0.0002457,0.0002448,817.2,58560,36760,23610,15610,11950,46.39,3357,12230,12640,9564,7614,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.75,3.195,0.0002457,0.0002448,817.2,58560,36760,23610,15610,11950,46.39,3356,12230,12640,9564,7613,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.8,3.195,0.0002457,0.0002448,817.2,58560,36760,23610,15610,11950,46.39,3356,12230,12640,9564,7613,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.85,3.195,0.0002457,0.0002448,817.2,58560,36760,23610,15610,11950,46.39,3356,12230,12640,9564,7613,14.13,4495,5058,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1388,1.715
46.9,3.195,0.0002457,0.0002448,817.2,58550,36760,23610,15610,11950,46.39,3356,12230,12640,9564,7613,14.13,4495,5057,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
46.95,3.195,0.0002457,0.0002448,817.2,58550,36760,23610,15610,11950,46.39,3356,12230,12640,9564,7613,14.13,4495,5057,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47,3.195,0.0002457,0.0002448,817.2,58550,36760,23610,15610,11950,46.4,3356,12230,12640,9564,7613,14.13,4495,5057,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.05,3.195,0.0002457,0.0002448,817.2,58550,36760,23600,15610,11950,46.4,3356,12230,12640,9563,7613,14.13,4495,5057,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.1,3.195,0.0002457,0.0002448,817.2,58550,36760,23600,15610,11950,46.4,3356,12230,12640,9563,7613,14.13,4495,5057,3983,3219,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.15,3.195,0.0002457,0.0002448,817.2,58550,36760,23600,15610,11950,46.4,3356,12230,12640,9563,7613,14.13,4495,5057,3982,3218,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.2,3.195,0.0002457,0.0002448,817.2,58540,36760,23600,15610,11950,46.4,3356,12230,12640,9563,7612,14.13,4494,5057,3982,3218,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.25,3.195,0.0002457,0.0002448,817.2,58540,36760,23600,15610,11950,46.4,3356,12230,12640,9563,7612,14.13,4494,5057,3982,3218,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.3,3.195,0.0002457,0.0002448,817.2,58540,36750,23600,15610,11950,46.4,3356,12230,12640,9563,7612,14.13,4494,5057,3982,3218,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.35,3.195,0.0002457,0.0002448,817.2,58540,36750,23600,15610,11950,46.4,3356,12230,12640,9563,7612,14.13,4494,5057,3982,3218,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.4,3.195,0.0002457,0.0002448,817.2,58540,36750,23600,15610,11950,46.4,3356,12230,12640,9562,7612,14.13,4494,5057,3982,3218,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.45,3.195,0.0002457,0.0002448,817.2,58540,36750,23600,15610,11950,46.4,3356,12230,12640,9562,7612,14.13,4494,5057,3982,3218,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.5,3.195,0.0002457,0.0002448,817.2,58540,36750,23600,15610,11950,46.4,3356,12230,12640,9562,7612,14.13,4494,5057,3982,3218,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.55,3.195,0.0002457,0.0002448,817.2,58530,36750,23600,15610,11950,46.4,3355,12230,12640,9562,7612,14.13,4494,5057,3982,3218,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.6,3.195,0.0002457,0.0002448,817.3,58530,36750,23600,15610,11950,46.4,3355,12230,12640,9562,7612,14.13,4494,5057,3982,3218,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.65,3.195,0.0002457,0.0002448,817.3,58530,36750,23600,15610,11950,46.4,3355,12230,12640,9562,7611,14.13,4494,5057,3982,3218,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.7,3.195,0.0002457,0.0002448,817.3,58530,36750,23600,15610,11950,46.4,3355,12230,12640,9562,7611,14.13,4494,5056,3982,3218,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.75,3.195,0.0002457,0.0002448,817.3,58530,36750,23600,15610,11950,46.4,3355,12230,12640,9562,7611,14.13,4494,5056,3982,3218,1.26E+31,1.26E+31,2.96,2.063,1.368,13.63,15.76,1.816,0.1387,1.715
47.8,3.195,0.0002457,0.0002448,817.3,58530,36750,23600,15610,11950,46.4,3355,12230,12640,9561,7611,14.14,4494,5056,3982,3218,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
47.85,3.195,0.0002457,0.0002448,817.3,58520,36750,23600,15610,11950,46.4,3355,12230,12640,9561,7611,14.14,4494,5056,3982,3218,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
47.9,3.195,0.0002457,0.0002448,817.3,58520,36750,23600,15610,11950,46.4,3355,12230,12640,9561,7611,14.14,4494,5056,3982,3218,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
47.95,3.195,0.0002457,0.0002448,817.3,58520,36750,23600,15600,11950,46.4,3355,12230,12640,9561,7611,14.14,4494,5056,3982,3218,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48,3.195,0.0002457,0.0002448,817.3,58520,36750,23600,15600,11950,46.41,3355,12230,12640,9561,7611,14.14,4494,5056,3982,3218,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.05,3.195,0.0002457,0.0002448,817.3,58520,36750,23600,15600,11950,46.41,3355,12230,12640,9561,7611,14.14,4494,5056,3982,3218,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.1,3.195,0.0002457,0.0002448,817.3,58520,36740,23600,15600,11950,46.41,3355,12230,12640,9561,7610,14.14,4494,5056,3982,3218,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.15,3.195,0.0002457,0.0002448,817.3,58520,36740,23600,15600,11950,46.41,3355,12230,12630,9561,7610,14.14,4494,5056,3982,3218,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.2,3.195,0.0002457,0.0002448,817.3,58510,36740,23600,15600,11950,46.41,3355,12230,12630,9560,7610,14.14,4494,5056,3981,3218,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.25,3.195,0.0002457,0.0002448,817.3,58510,36740,23600,15600,11950,46.41,3355,12230,12630,9560,7610,14.14,4494,5056,3981,3218,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.3,3.195,0.0002457,0.0002448,817.3,58510,36740,23600,15600,11950,46.41,3355,12230,12630,9560,7610,14.14,4493,5056,3981,3218,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.35,3.195,0.0002457,0.0002448,817.3,58510,36740,23590,15600,11950,46.41,3354,12230,12630,9560,7610,14.14,4493,5056,3981,3218,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.4,3.195,0.0002457,0.0002448,817.3,58510,36740,23590,15600,11950,46.41,3354,12230,12630,9560,7610,14.14,4493,5056,3981,3218,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.45,3.195,0.0002457,0.0002448,817.3,58510,36740,23590,15600,11950,46.41,3354,12230,12630,9560,7610,14.14,4493,5056,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.5,3.195,0.0002457,0.0002448,817.3,58510,36740,23590,15600,11950,46.41,3354,12230,12630,9560,7610,14.14,4493,5056,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.55,3.195,0.0002457,0.0002448,817.3,58500,36740,23590,15600,11950,46.41,3354,12230,12630,9560,7610,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.6,3.195,0.0002457,0.0002448,817.3,58500,36740,23590,15600,11950,46.41,3354,12230,12630,9559,7609,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.65,3.195,0.0002457,0.0002448,817.3,58500,36740,23590,15600,11950,46.41,3354,12230,12630,9559,7609,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.7,3.195,0.0002457,0.0002448,817.3,58500,36740,23590,15600,11950,46.41,3354,12230,12630,9559,7609,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.75,3.195,0.0002457,0.0002448,817.3,58500,36740,23590,15600,11950,46.41,3354,12230,12630,9559,7609,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.8,3.195,0.0002457,0.0002448,817.3,58500,36740,23590,15600,11950,46.41,3354,12230,12630,9559,7609,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.85,3.195,0.0002457,0.0002448,817.3,58500,36730,23590,15600,11950,46.41,3354,12230,12630,9559,7609,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.9,3.195,0.0002457,0.0002448,817.3,58490,36730,23590,15600,11940,46.41,3354,12230,12630,9559,7609,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
48.95,3.195,0.0002457,0.0002448,817.3,58490,36730,23590,15600,11940,46.41,3354,12230,12630,9559,7609,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49,3.195,0.0002457,0.0002448,817.3,58490,36730,23590,15600,11940,46.41,3354,12230,12630,9559,7609,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.05,3.195,0.0002457,0.0002448,817.3,58490,36730,23590,15600,11940,46.41,3354,12230,12630,9558,7609,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.1,3.195,0.0002457,0.0002448,817.3,58490,36730,23590,15600,11940,46.42,3354,12230,12630,9558,7608,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.15,3.195,0.0002457,0.0002448,817.3,58490,36730,23590,15600,11940,46.42,3353,12230,12630,9558,7608,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.2,3.195,0.0002457,0.0002448,817.3,58490,36730,23590,15600,11940,46.42,3353,12230,12630,9558,7608,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.25,3.195,0.0002457,0.0002448,817.3,58480,36730,23590,15600,11940,46.42,3353,12230,12630,9558,7608,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.3,3.195,0.0002457,0.0002448,817.3,58480,36730,23590,15600,11940,46.42,3353,12230,12630,9558,7608,14.14,4493,5055,3981,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.35,3.194,0.0002457,0.0002448,817.3,58480,36730,23590,15600,11940,46.42,3353,12230,12630,9558,7608,14.14,4493,5055,3980,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.4,3.194,0.0002457,0.0002448,817.3,58480,36730,23590,15600,11940,46.42,3353,12230,12630,9558,7608,14.14,4493,5055,3980,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.45,3.194,0.0002457,0.0002448,817.4,58480,36730,23590,15600,11940,46.42,3353,12230,12630,9558,7608,14.14,4493,5054,3980,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.5,3.194,0.0002457,0.0002448,817.4,58480,36730,23590,15600,11940,46.42,3353,12230,12630,9557,7608,14.14,4493,5054,3980,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.55,3.194,0.0002457,0.0002448,817.4,58480,36730,23590,15600,11940,46.42,3353,12230,12630,9557,7608,14.14,4492,5054,3980,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.6,3.194,0.0002457,0.0002448,817.4,58470,36730,23590,15600,11940,46.42,3353,12230,12630,9557,7608,14.14,4492,5054,3980,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.65,3.194,0.0002457,0.0002448,817.4,58470,36730,23590,15600,11940,46.42,3353,12230,12630,9557,7607,14.14,4492,5054,3980,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.7,3.194,0.0002457,0.0002448,817.4,58470,36720,23590,15600,11940,46.42,3353,12230,12630,9557,7607,14.14,4492,5054,3980,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.75,3.194,0.0002457,0.0002448,817.4,58470,36720,23580,15600,11940,46.42,3353,12230,12630,9557,7607,14.14,4492,5054,3980,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.8,3.194,0.0002457,0.0002448,817.4,58470,36720,23580,15600,11940,46.42,3353,12230,12630,9557,7607,14.14,4492,5054,3980,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.85,3.194,0.0002457,0.0002448,817.4,58470,36720,23580,15600,11940,46.42,3353,12230,12630,9557,7607,14.14,4492,5054,3980,3217,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.9,3.194,0.0002457,0.0002448,817.4,58470,36720,23580,15600,11940,46.42,3353,12230,12630,9557,7607,14.14,4492,5054,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
49.95,3.194,0.0002457,0.0002448,817.4,58470,36720,23580,15600,11940,46.42,3353,12230,12630,9556,7607,14.14,4492,5054,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50,3.194,0.0002457,0.0002448,817.4,58460,36720,23580,15600,11940,46.42,3352,12230,12630,9556,7607,14.14,4492,5054,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.05,3.194,0.0002457,0.0002448,817.4,58460,36720,23580,15600,11940,46.42,3352,12230,12630,9556,7607,14.14,4492,5054,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.1,3.194,0.0002457,0.0002448,817.4,58460,36720,23580,15600,11940,46.42,3352,12230,12630,9556,7607,14.14,4492,5054,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.15,3.194,0.0002457,0.0002448,817.4,58460,36720,23580,15600,11940,46.42,3352,12230,12630,9556,7607,14.14,4492,5054,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.2,3.194,0.0002457,0.0002448,817.4,58460,36720,23580,15600,11940,46.42,3352,12230,12630,9556,7607,14.14,4492,5054,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.25,3.194,0.0002457,0.0002448,817.4,58460,36720,23580,15590,11940,46.42,3352,12230,12630,9556,7606,14.14,4492,5054,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.3,3.194,0.0002457,0.0002448,817.4,58460,36720,23580,15590,11940,46.43,3352,12230,12630,9556,7606,14.14,4492,5054,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.35,3.194,0.0002457,0.0002448,817.4,58450,36720,23580,15590,11940,46.43,3352,12230,12630,9556,7606,14.14,4492,5054,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.4,3.194,0.0002457,0.0002448,817.4,58450,36720,23580,15590,11940,46.43,3352,12230,12630,9556,7606,14.14,4492,5054,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.45,3.194,0.0002457,0.0002448,817.4,58450,36720,23580,15590,11940,46.43,3352,12230,12630,9555,7606,14.14,4492,5054,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.5,3.194,0.0002457,0.0002448,817.4,58450,36720,23580,15590,11940,46.43,3352,12230,12630,9555,7606,14.14,4492,5053,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.55,3.194,0.0002457,0.0002448,817.4,58450,36710,23580,15590,11940,46.43,3352,12230,12630,9555,7606,14.14,4492,5053,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.6,3.194,0.0002457,0.0002448,817.4,58450,36710,23580,15590,11940,46.43,3352,12220,12630,9555,7606,14.14,4492,5053,3980,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.65,3.194,0.0002457,0.0002448,817.4,58450,36710,23580,15590,11940,46.43,3352,12220,12630,9555,7606,14.14,4492,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
50.7,3.194,0.0002457,0.0002448,817.4,58450,36710,23580,15590,11940,46.43,3352,12220,12630,9555,7606,14.14,4492,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1387,1.715
