t,srtSRTtotal,biothickl21(1),biothickl21(2),profile1xbhl21(1),profile1xbhl21(2),profile1xbhl21(3),profile1xbhl21(4),profile1xbhl21(5),profile1xbhl21(6),profile1xbail21(1),profile1xbail21(2),profile1xbail21(3),profile1xbail21(4),profile1xbail21(5),profile1xbail21(6),profile1xbaal21(1),profile1xbaal21(3),profile1xbaal21(4),profile1xbaal21(5),profile1xbaal21(6),innero2masstransl21(1),innero2masstransl21(2),q11,x11,vss11,scod11,cod11,bod11,snh11,tkn11
days,d,m,m,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,kg/d,kg/d,MGD(US),mg/L,mg/L,mgCOD/L,mgCOD/L,mgO2/L,mgN/L,mgN/L
50.75,3.194,0.0002457,0.0002448,817.4,58440,36710,23580,15590,11940,46.43,3352,12220,12630,9555,7606,14.14,4492,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
50.8,3.194,0.0002457,0.0002448,817.4,58440,36710,23580,15590,11940,46.43,3352,12220,12630,9555,7606,14.14,4492,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
50.85,3.194,0.0002457,0.0002448,817.4,58440,36710,23580,15590,11940,46.43,3352,12220,12630,9555,7605,14.14,4492,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
50.9,3.194,0.0002457,0.0002448,817.4,58440,36710,23580,15590,11940,46.43,3351,12220,12630,9555,7605,14.14,4492,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
50.95,3.194,0.0002457,0.0002448,817.4,58440,36710,23580,15590,11940,46.43,3351,12220,12630,9554,7605,14.14,4492,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51,3.194,0.0002457,0.0002448,817.4,58440,36710,23580,15590,11940,46.43,3351,12220,12630,9554,7605,14.14,4491,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51.05,3.194,0.0002457,0.0002448,817.4,58440,36710,23580,15590,11940,46.43,3351,12220,12630,9554,7605,14.14,4491,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51.1,3.194,0.0002457,0.0002448,817.4,58430,36710,23580,15590,11940,46.43,3351,12220,12630,9554,7605,14.14,4491,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51.15,3.194,0.0002457,0.0002448,817.4,58430,36710,23580,15590,11940,46.43,3351,12220,12630,9554,7605,14.14,4491,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51.2,3.194,0.0002457,0.0002448,817.4,58430,36710,23580,15590,11940,46.43,3351,12220,12630,9554,7605,14.14,4491,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51.25,3.194,0.0002457,0.0002448,817.4,58430,36710,23570,15590,11940,46.43,3351,12220,12630,9554,7605,14.15,4491,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51.3,3.194,0.0002457,0.0002448,817.4,58430,36710,23570,15590,11940,46.43,3351,12220,12630,9554,7605,14.15,4491,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51.35,3.194,0.0002457,0.0002448,817.4,58430,36710,23570,15590,11940,46.43,3351,12220,12630,9554,7605,14.15,4491,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51.4,3.194,0.0002457,0.0002448,817.4,58430,36710,23570,15590,11940,46.43,3351,12220,12630,9554,7605,14.15,4491,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51.45,3.194,0.0002457,0.0002448,817.4,58430,36700,23570,15590,11940,46.43,3351,12220,12630,9554,7604,14.15,4491,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51.5,3.194,0.0002457,0.0002448,817.4,58420,36700,23570,15590,11940,46.43,3351,12220,12630,9553,7604,14.15,4491,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51.55,3.194,0.0002457,0.0002448,817.4,58420,36700,23570,15590,11940,46.43,3351,12220,12630,9553,7604,14.15,4491,5053,3979,3216,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51.6,3.194,0.0002457,0.0002448,817.4,58420,36700,23570,15590,11940,46.43,3351,12220,12630,9553,7604,14.15,4491,5053,3979,3215,1.26E+31,1.26E+31,2.96,2.064,1.368,13.63,15.76,1.816,0.1386,1.715
51.65,3.194,0.0002457,0.0002448,817.5,58420,36700,23570,15590,11940,46.44,3351,12220,12630,9553,7604,14.15,4491,5052,3979,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
51.7,3.194,0.0002457,0.0002448,817.5,58420,36700,23570,15590,11940,46.44,3351,12220,12630,9553,7604,14.15,4491,5052,3979,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
51.75,3.194,0.0002457,0.0002448,817.5,58420,36700,23570,15590,11940,46.44,3351,12220,12630,9553,7604,14.15,4491,5052,3979,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
51.8,3.194,0.0002457,0.0002448,817.5,58420,36700,23570,15590,11940,46.44,3350,12220,12630,9553,7604,14.15,4491,5052,3979,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
51.85,3.194,0.0002457,0.0002448,817.5,58420,36700,23570,15590,11940,46.44,3350,12220,12630,9553,7604,14.15,4491,5052,3979,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
51.9,3.194,0.0002457,0.0002448,817.5,58410,36700,23570,15590,11940,46.44,3350,12220,12630,9553,7604,14.15,4491,5052,3979,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
51.95,3.194,0.0002457,0.0002448,817.5,58410,36700,23570,15590,11940,46.44,3350,12220,12620,9553,7604,14.15,4491,5052,3979,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52,3.194,0.0002457,0.0002448,817.5,58410,36700,23570,15590,11940,46.44,3350,12220,12620,9553,7604,14.15,4491,5052,3979,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.05,3.194,0.0002457,0.0002448,817.5,58410,36700,23570,15590,11940,46.44,3350,12220,12620,9552,7604,14.15,4491,5052,3979,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.1,3.194,0.0002457,0.0002448,817.5,58410,36700,23570,15590,11940,46.44,3350,12220,12620,9552,7604,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.15,3.194,0.0002457,0.0002448,817.5,58410,36700,23570,15590,11940,46.44,3350,12220,12620,9552,7603,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.2,3.194,0.0002457,0.0002448,817.5,58410,36700,23570,15590,11940,46.44,3350,12220,12620,9552,7603,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.25,3.194,0.0002457,0.0002448,817.5,58410,36700,23570,15590,11940,46.44,3350,12220,12620,9552,7603,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.3,3.194,0.0002457,0.0002448,817.5,58410,36700,23570,15590,11940,46.44,3350,12220,12620,9552,7603,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.35,3.194,0.0002457,0.0002448,817.5,58400,36700,23570,15590,11930,46.44,3350,12220,12620,9552,7603,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.4,3.194,0.0002457,0.0002448,817.5,58400,36690,23570,15590,11930,46.44,3350,12220,12620,9552,7603,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.45,3.194,0.0002457,0.0002448,817.5,58400,36690,23570,15590,11930,46.44,3350,12220,12620,9552,7603,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.5,3.194,0.0002457,0.0002448,817.5,58400,36690,23570,15590,11930,46.44,3350,12220,12620,9552,7603,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.55,3.194,0.0002457,0.0002448,817.5,58400,36690,23570,15590,11930,46.44,3350,12220,12620,9552,7603,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.6,3.194,0.0002457,0.0002448,817.5,58400,36690,23570,15590,11930,46.44,3350,12220,12620,9552,7603,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.65,3.194,0.0002457,0.0002448,817.5,58400,36690,23570,15590,11930,46.44,3350,12220,12620,9551,7603,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.7,3.194,0.0002457,0.0002448,817.5,58400,36690,23570,15590,11930,46.44,3349,12220,12620,9551,7603,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.75,3.194,0.0002457,0.0002448,817.5,58390,36690,23570,15590,11930,46.44,3349,12220,12620,9551,7603,14.15,4491,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.8,3.194,0.0002457,0.0002448,817.5,58390,36690,23570,15590,11930,46.44,3349,12220,12620,9551,7603,14.15,4490,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.85,3.194,0.0002457,0.0002448,817.5,58390,36690,23570,15590,11930,46.44,3349,12220,12620,9551,7602,14.15,4490,5052,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.9,3.194,0.0002457,0.0002448,817.5,58390,36690,23560,15580,11930,46.44,3349,12220,12620,9551,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
52.95,3.194,0.0002457,0.0002448,817.5,58390,36690,23560,15580,11930,46.44,3349,12220,12620,9551,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53,3.194,0.0002457,0.0002448,817.5,58390,36690,23560,15580,11930,46.44,3349,12220,12620,9551,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.05,3.194,0.0002457,0.0002448,817.5,58390,36690,23560,15580,11930,46.44,3349,12220,12620,9551,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.1,3.194,0.0002457,0.0002448,817.5,58390,36690,23560,15580,11930,46.44,3349,12220,12620,9551,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.15,3.194,0.0002457,0.0002448,817.5,58390,36690,23560,15580,11930,46.45,3349,12220,12620,9551,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.2,3.194,0.0002457,0.0002448,817.5,58380,36690,23560,15580,11930,46.45,3349,12220,12620,9551,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.25,3.194,0.0002457,0.0002448,817.5,58380,36690,23560,15580,11930,46.45,3349,12220,12620,9551,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.3,3.194,0.0002457,0.0002448,817.5,58380,36690,23560,15580,11930,46.45,3349,12220,12620,9550,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.35,3.194,0.0002457,0.0002448,817.5,58380,36690,23560,15580,11930,46.45,3349,12220,12620,9550,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.4,3.194,0.0002457,0.0002448,817.5,58380,36680,23560,15580,11930,46.45,3349,12220,12620,9550,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.45,3.194,0.0002457,0.0002448,817.5,58380,36680,23560,15580,11930,46.45,3349,12220,12620,9550,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.5,3.194,0.0002457,0.0002448,817.5,58380,36680,23560,15580,11930,46.45,3349,12220,12620,9550,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.55,3.194,0.0002457,0.0002448,817.5,58380,36680,23560,15580,11930,46.45,3349,12220,12620,9550,7602,14.15,4490,5051,3978,3215,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.6,3.194,0.0002457,0.0002448,817.5,58370,36680,23560,15580,11930,46.45,3349,12220,12620,9550,7602,14.15,4490,5051,3978,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.65,3.194,0.0002457,0.0002448,817.5,58370,36680,23560,15580,11930,46.45,3349,12220,12620,9550,7601,14.15,4490,5051,3978,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.7,3.194,0.0002457,0.0002448,817.5,58370,36680,23560,15580,11930,46.45,3348,12220,12620,9550,7601,14.15,4490,5051,3978,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.75,3.194,0.0002457,0.0002448,817.5,58370,36680,23560,15580,11930,46.45,3348,12220,12620,9550,7601,14.15,4490,5051,3978,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.8,3.194,0.0002457,0.0002448,817.5,58370,36680,23560,15580,11930,46.45,3348,12220,12620,9550,7601,14.15,4490,5051,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.85,3.194,0.0002457,0.0002448,817.5,58370,36680,23560,15580,11930,46.45,3348,12220,12620,9550,7601,14.15,4490,5051,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.9,3.194,0.0002457,0.0002448,817.5,58370,36680,23560,15580,11930,46.45,3348,12220,12620,9550,7601,14.15,4490,5051,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
53.95,3.194,0.0002457,0.0002448,817.5,58370,36680,23560,15580,11930,46.45,3348,12220,12620,9549,7601,14.15,4490,5051,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54,3.194,0.0002457,0.0002448,817.5,58370,36680,23560,15580,11930,46.45,3348,12220,12620,9549,7601,14.15,4490,5051,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.05,3.194,0.0002457,0.0002448,817.5,58360,36680,23560,15580,11930,46.45,3348,12220,12620,9549,7601,14.15,4490,5051,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.1,3.194,0.0002457,0.0002448,817.5,58360,36680,23560,15580,11930,46.45,3348,12220,12620,9549,7601,14.15,4490,5051,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.15,3.194,0.0002457,0.0002448,817.5,58360,36680,23560,15580,11930,46.45,3348,12220,12620,9549,7601,14.15,4490,5051,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.2,3.194,0.0002457,0.0002448,817.5,58360,36680,23560,15580,11930,46.45,3348,12220,12620,9549,7601,14.15,4490,5051,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.25,3.194,0.0002457,0.0002448,817.5,58360,36680,23560,15580,11930,46.45,3348,12220,12620,9549,7601,14.15,4490,5051,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.3,3.194,0.0002457,0.0002448,817.6,58360,36680,23560,15580,11930,46.45,3348,12220,12620,9549,7601,14.15,4490,5051,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.35,3.194,0.0002457,0.0002448,817.6,58360,36680,23560,15580,11930,46.45,3348,12220,12620,9549,7601,14.15,4490,5051,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.4,3.194,0.0002457,0.0002448,817.6,58360,36680,23560,15580,11930,46.45,3348,12220,12620,9549,7601,14.15,4490,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.45,3.194,0.0002457,0.0002448,817.6,58360,36670,23560,15580,11930,46.45,3348,12220,12620,9549,7600,14.15,4490,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.5,3.194,0.0002457,0.0002448,817.6,58360,36670,23560,15580,11930,46.45,3348,12220,12620,9549,7600,14.15,4490,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.55,3.194,0.0002457,0.0002448,817.6,58350,36670,23560,15580,11930,46.45,3348,12220,12620,9549,7600,14.15,4490,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.6,3.194,0.0002457,0.0002448,817.6,58350,36670,23560,15580,11930,46.45,3348,12220,12620,9549,7600,14.15,4490,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.65,3.194,0.0002457,0.0002448,817.6,58350,36670,23560,15580,11930,46.45,3348,12220,12620,9548,7600,14.15,4490,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.7,3.194,0.0002457,0.0002448,817.6,58350,36670,23560,15580,11930,46.45,3347,12220,12620,9548,7600,14.15,4490,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.75,3.194,0.0002457,0.0002448,817.6,58350,36670,23550,15580,11930,46.45,3347,12220,12620,9548,7600,14.15,4490,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.816,0.1386,1.715
54.8,3.194,0.0002457,0.0002448,817.6,58350,36670,23550,15580,11930,46.45,3347,12220,12620,9548,7600,14.15,4490,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
54.85,3.194,0.0002457,0.0002448,817.6,58350,36670,23550,15580,11930,46.45,3347,12220,12620,9548,7600,14.15,4490,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
54.9,3.194,0.0002457,0.0002448,817.6,58350,36670,23550,15580,11930,46.46,3347,12220,12620,9548,7600,14.15,4490,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
54.95,3.194,0.0002457,0.0002448,817.6,58350,36670,23550,15580,11930,46.46,3347,12220,12620,9548,7600,14.15,4490,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55,3.194,0.0002457,0.0002448,817.6,58340,36670,23550,15580,11930,46.46,3347,12220,12620,9548,7600,14.15,4490,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.05,3.194,0.0002457,0.0002448,817.6,58340,36670,23550,15580,11930,46.46,3347,12220,12620,9548,7600,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.1,3.194,0.0002457,0.0002448,817.6,58340,36670,23550,15580,11930,46.46,3347,12220,12620,9548,7600,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.15,3.194,0.0002457,0.0002448,817.6,58340,36670,23550,15580,11930,46.46,3347,12220,12620,9548,7600,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.2,3.194,0.0002457,0.0002448,817.6,58340,36670,23550,15580,11930,46.46,3347,12220,12620,9548,7600,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.25,3.194,0.0002457,0.0002448,817.6,58340,36670,23550,15580,11930,46.46,3347,12220,12620,9548,7600,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.3,3.194,0.0002457,0.0002448,817.6,58340,36670,23550,15580,11930,46.46,3347,12220,12620,9548,7600,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.35,3.194,0.0002457,0.0002448,817.6,58340,36670,23550,15580,11930,46.46,3347,12220,12620,9548,7599,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.4,3.194,0.0002457,0.0002448,817.6,58340,36670,23550,15580,11930,46.46,3347,12220,12620,9548,7599,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.45,3.194,0.0002457,0.0002448,817.6,58340,36670,23550,15580,11930,46.46,3347,12220,12620,9547,7599,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.5,3.194,0.0002457,0.0002448,817.6,58330,36670,23550,15580,11930,46.46,3347,12220,12620,9547,7599,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.55,3.194,0.0002457,0.0002448,817.6,58330,36670,23550,15580,11930,46.46,3347,12220,12620,9547,7599,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.6,3.194,0.0002457,0.0002448,817.6,58330,36660,23550,15580,11930,46.46,3347,12220,12620,9547,7599,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.65,3.194,0.0002457,0.0002448,817.6,58330,36660,23550,15580,11930,46.46,3347,12220,12620,9547,7599,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.7,3.194,0.0002457,0.0002448,817.6,58330,36660,23550,15580,11930,46.46,3347,12220,12620,9547,7599,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.75,3.194,0.0002457,0.0002448,817.6,58330,36660,23550,15580,11930,46.46,3346,12220,12620,9547,7599,14.15,4489,5050,3977,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.8,3.194,0.0002457,0.0002448,817.6,58330,36660,23550,15580,11930,46.46,3346,12220,12620,9547,7599,14.15,4489,5050,3976,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.85,3.194,0.0002457,0.0002448,817.6,58330,36660,23550,15580,11930,46.46,3346,12220,12620,9547,7599,14.15,4489,5050,3976,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.9,3.194,0.0002457,0.0002448,817.6,58330,36660,23550,15580,11930,46.46,3346,12220,12620,9547,7599,14.15,4489,5050,3976,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
55.95,3.194,0.0002457,0.0002448,817.6,58330,36660,23550,15580,11930,46.46,3346,12220,12620,9547,7599,14.15,4489,5050,3976,3214,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
56,3.194,0.0002457,0.0002448,817.6,58320,36660,23550,15580,11930,46.46,3346,12220,12620,9547,7599,14.15,4489,5050,3976,3213,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
56.05,3.194,0.0002457,0.0002448,817.6,58320,36660,23550,15580,11930,46.46,3346,12220,12620,9547,7599,14.15,4489,5050,3976,3213,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
56.1,3.194,0.0002457,0.0002448,817.6,58320,36660,23550,15570,11930,46.46,3346,12220,12620,9547,7599,14.16,4489,5050,3976,3213,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
56.15,3.194,0.0002457,0.0002448,817.6,58320,36660,23550,15570,11930,46.46,3346,12220,12620,9547,7599,14.16,4489,5049,3976,3213,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
56.2,3.194,0.0002457,0.0002448,817.6,58320,36660,23550,15570,11930,46.46,3346,12220,12620,9547,7599,14.16,4489,5049,3976,3213,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
56.25,3.194,0.0002457,0.0002448,817.6,58320,36660,23550,15570,11930,46.46,3346,12220,12620,9546,7599,14.16,4489,5049,3976,3213,1.26E+31,1.26E+31,2.96,2.065,1.368,13.63,15.76,1.815,0.1386,1.715
